equipe,division,prenom,nom,nom_jeu,nat,nat_ioc,an,age,pla,mon,spr,chr,pun,end,pav,moy,pot,points_ranking,rang_pcs,points_carriere,specialite_pcs,score_pave,poids,taille,slug
nsn-cycling-team-2026,WorldTeam,George,BENNETT,G. Bennett,NZ,NZL,1990,36,57,78,44,66,67,75,52,64,64,182,370,5377,GC,0.0,58.0,1.81,george-bennett
nsn-cycling-team-2026,WorldTeam,Pau,MARTÍ,P. Martí,ES,ESP,2004,22,70,55,62,61,67,70,64,64,68,177,379,285,Oneday,0.0,,,pau-marti-soriano
nsn-cycling-team-2026,WorldTeam,Krists,NEILANDS,K. Neilands,LV,LAT,1994,32,73,56,63,65,67,72,70,66,66,174,381,1999,Oneday,25.9,69.0,1.89,krists-neilands
nsn-cycling-team-2026,WorldTeam,Floris,VAN TRICHT,F. van Tricht,BE,BEL,2001,25,74,47,68,60,63,69,67,64,64,142,440,171,Oneday,9.8,69.0,1.76,floris-van-tricht
nsn-cycling-team-2026,WorldTeam,Pier-André,CÔTÉ,P. Côté,CA,CAN,1997,29,75,49,66,64,64,70,67,65,65,137,453,952,Oneday,7,74.0,1.81,pier-andre-cote
nsn-cycling-team-2026,WorldTeam,Moritz,KRETSCHY,M. Kretschy,DE,GER,2002,24,61,70,48,67,64,73,54,64,66,117,512,287,GC,0.0,63.0,1.83,moritz-kretschy
nsn-cycling-team-2026,WorldTeam,Itamar,EINHORN,I. Einhorn,IL,ISR,1997,29,75,43,81,56,59,67,64,64,64,101,557,993,Sprint,0.0,72.0,1.72,itamar-einhorn
nsn-cycling-team-2026,WorldTeam,Tom,VAN ASBROECK,T. van Asbroeck,BE,BEL,1990,36,73,44,67,59,61,67,72,62,62,92,589,4563,Oneday,71,72.0,1.82,tom-van-asbroeck
nsn-cycling-team-2026,WorldTeam,Matis,LOUVEL,M. Louvel,FR,FRA,1999,27,75,47,66,62,65,69,70,64,64,85,623,1402,Oneday,24,77.0,1.87,matis-louvel
nsn-cycling-team-2026,WorldTeam,Ryan,MULLEN,R. Mullen,IE,IRL,1994,32,70,53,50,78,58,71,59,63,63,82,639,1197,TT,0.0,77.0,1.89,ryan-mullen
nsn-cycling-team-2026,WorldTeam,Nadav,RAISBERG,N. Raisberg,IL,ISR,2001,25,63,59,56,58,69,67,58,62,62,79,653,205,Hills,0.7,67.0,1.78,nadav-raisberg
nsn-cycling-team-2026,WorldTeam,Jake,STEWART,J. Stewart,GB,GBR,1999,27,66,58,62,58,71,68,64,64,64,74,676,1432,Hills,8.5,66.0,1.79,jake-stewart
nsn-cycling-team-2026,WorldTeam,Dion,SMITH,D. Smith,NZ,NZL,1993,33,64,59,59,58,71,67,58,63,63,70,692,2463,Hills,0.0,67.0,1.79,dion-smith
nsn-cycling-team-2026,WorldTeam,Nick,SCHULTZ,N. Schultz,AU,AUS,1994,32,56,74,46,63,66,74,52,63,63,69,698,1662,Climber,0.0,68.0,1.8,nick-schultz
nsn-cycling-team-2026,WorldTeam,Alexey,LUTSENKO,A. Lutsenko,KZ,KAZ,1992,34,62,70,48,67,65,73,57,64,64,60,753,7524,GC,2.5,74.0,1.74,aleksey-lutsenko
nsn-cycling-team-2026,WorldTeam,Guillaume,BOIVIN,G. Boivin,CA,CAN,1989,37,70,40,61,57,57,64,60,58,58,50,832,2247,Oneday,2.7,78.0,1.8,guillaume-boivin
nsn-cycling-team-2026,WorldTeam,Joseph,BLACKMORE,J. Blackmore,GB,GBR,2003,23,60,71,47,66,65,73,59,64,67,42,909,959,GC,12.6,66.0,1.81,joseph-blackmore
nsn-cycling-team-2026,WorldTeam,Simon,CLARKE,S. Clarke,AU,AUS,1986,40,62,48,53,53,59,62,53,56,56,22,1192,5093,Oneday,0.0,63.0,1.75,simon-clarke
nsn-cycling-team-2026,WorldTeam,Rotem,TENE,R. Tene,IL,ISR,2001,25,67,37,71,50,52,60,56,56,56,14,1490,91,Sprint,0.0,72.0,1.8,rotem-tene
nsn-cycling-team-2026,WorldTeam,Stephen,WILLIAMS,S. Williams,GB,GBR,1996,30,61,72,49,66,67,73,55,65,65,0,,1658,GC,0.0,59.0,1.83,stephen-williams
red-bull-bora-hansgrohe-2026,WorldTeam,Remco,EVENEPOEL,R. Evenepoel,BE,BEL,2000,26,76,93,64,84,85,93,82,82,82,3381,2,15917,Climber,80.1,63.0,1.71,remco-evenepoel
red-bull-bora-hansgrohe-2026,WorldTeam,Giulio,PELLIZZARI,G. Pellizzari,IT,ITA,2003,23,65,89,53,74,77,86,61,74,79,1304,18,2306,Climber,0.0,66.0,1.83,giulio-pellizzari
red-bull-bora-hansgrohe-2026,WorldTeam,Florian,LIPOWITZ,F. Lipowitz,DE,GER,2000,26,68,87,53,78,75,85,62,74,74,1154,24,3279,GC,0.0,68.0,1.81,florian-lipowitz
red-bull-bora-hansgrohe-2026,WorldTeam,Jai,HINDLEY,J. Hindley,AU,AUS,1996,30,66,92,54,75,80,88,63,76,76,1123,25,6006,Climber,0.0,60.0,1.75,jai-hindley
red-bull-bora-hansgrohe-2026,WorldTeam,Laurence,PITHIE,L. Pithie,NZ,NZL,2002,24,83,56,76,70,73,77,86,72,76,1010,30,2455,Oneday,205.6,74.0,1.85,laurence-pithie
red-bull-bora-hansgrohe-2026,WorldTeam,Jordi,MEEUS,J. Meeus,BE,BEL,1998,28,87,53,81,71,71,79,90,74,74,929,35,4115,Oneday,319.9,80.0,1.9,jordi-meeus
red-bull-bora-hansgrohe-2026,WorldTeam,Primož,ROGLIČ,P. Roglič,SI,SLO,1989,37,63,83,50,73,73,82,59,71,71,564,90,18589,Climber,0.0,65.0,1.77,primoz-roglic
red-bull-bora-hansgrohe-2026,WorldTeam,Aleksandr,VLASOV,A. Vlasov,RU,RUS,1996,30,66,85,53,74,75,84,61,73,73,480,107,7092,Climber,0.0,68.0,1.86,aleksandr-vlasov
red-bull-bora-hansgrohe-2026,WorldTeam,Finn,FISHER-BLACK,F. Fisher-Black,NZ,NZL,2001,25,68,75,54,75,70,79,61,70,70,449,127,1775,GC,0.0,69.0,1.89,finn-fisher-black
red-bull-bora-hansgrohe-2026,WorldTeam,Luke,TUCKWELL,L. Tuckwell,AU,AUS,2004,22,61,79,46,70,67,77,58,67,71,350,173,383,GC,0.0,66.0,1.82,luke-tuckwell
red-bull-bora-hansgrohe-2026,WorldTeam,Daniel Felipe,MARTÍNEZ,D. F. Martínez,CO,COL,1996,30,66,83,51,74,72,81,61,71,71,342,175,5251,GC,0.9,63.0,1.74,daniel-felipe-martinez
red-bull-bora-hansgrohe-2026,WorldTeam,Tim,VAN DIJKE,T. van Dijke,NL,NED,2000,26,78,52,69,67,67,73,80,68,68,340,178,963,Oneday,167.4,74.0,1.89,tim-van-dijke
red-bull-bora-hansgrohe-2026,WorldTeam,Danny,VAN POPPEL,D. van Poppel,NL,NED,1993,33,81,48,85,64,65,73,75,69,69,340,177,7159,Sprint,15.3,82.0,1.84,danny-van-poppel
red-bull-bora-hansgrohe-2026,WorldTeam,Arne,MARIT,A. Marit,BE,BEL,1999,27,80,50,75,65,67,73,77,68,68,330,183,1420,Oneday,51.9,72.0,1.85,arne-marit
red-bull-bora-hansgrohe-2026,WorldTeam,Gianni,VERMEERSCH,G. Vermeersch,BE,BEL,1992,34,76,52,69,63,68,72,81,67,67,325,187,2729,Oneday,281.2,68.0,1.73,gianni-vermeersch
red-bull-bora-hansgrohe-2026,WorldTeam,Maxim,VAN GILS,M. van Gils,BE,BEL,1999,27,74,64,66,66,74,75,74,70,70,299,214,2983,Oneday,40,63.0,1.74,maxim-van-gils
red-bull-bora-hansgrohe-2026,WorldTeam,Mick,VAN DIJKE,M. van Dijke,NL,NED,2000,26,76,52,67,66,65,72,77,66,66,197,343,910,Oneday,118.8,74.0,1.9,mick-van-dijke
red-bull-bora-hansgrohe-2026,WorldTeam,Nico,DENZ,N. Denz,DE,GER,1994,32,67,63,60,63,73,71,61,66,66,192,352,1581,Hills,0.0,71.0,1.83,nico-denz
red-bull-bora-hansgrohe-2026,WorldTeam,Mattia,CATTANEO,M. Cattaneo,IT,ITA,1990,36,66,60,49,73,62,71,59,64,64,172,388,3373,TT,2.2,67.0,1.84,mattia-cattaneo
red-bull-bora-hansgrohe-2026,WorldTeam,Haimar,ETXEBERRIA,H. Etxeberria,ES,ESP,2003,23,72,51,65,60,66,69,62,64,67,149,425,368,Oneday,0.0,65.0,1.77,haimar-etxeberria
red-bull-bora-hansgrohe-2026,WorldTeam,Ben,ZWIEHOFF,B. Zwiehoff,DE,GER,1994,32,60,74,46,67,65,74,54,64,64,144,437,983,GC,0.0,61.0,1.82,ben-zwiehoff
red-bull-bora-hansgrohe-2026,WorldTeam,Adrien,BOICHIS,A. Boichis,FR,FRA,2003,23,63,63,57,60,72,69,61,64,67,142,442,186,Hills,3.5,68.0,,adrien-boichis
red-bull-bora-hansgrohe-2026,WorldTeam,Giovanni,ALEOTTI,G. Aleotti,IT,ITA,1999,27,63,75,49,69,67,76,56,66,66,139,445,1769,GC,0.0,64.0,1.8,giovanni-aleotti
red-bull-bora-hansgrohe-2026,WorldTeam,Jan,TRATNIK,J. Tratnik,SI,SLO,1990,36,65,55,50,71,60,69,66,62,62,95,576,3104,TT,72.6,67.0,1.73,jan-tratnik
red-bull-bora-hansgrohe-2026,WorldTeam,Callum,THORNLEY,C. Thornley,GB,GBR,2003,23,68,52,51,73,57,69,57,62,65,83,635,148,TT,0.0,76.0,1.9,callum-thornley
red-bull-bora-hansgrohe-2026,WorldTeam,Gianni,MOSCON,G. Moscon,IT,ITA,1994,32,73,55,62,64,67,72,63,66,66,75,669,3668,Oneday,0.0,71.0,1.8,gianni-moscon
red-bull-bora-hansgrohe-2026,WorldTeam,Emil,HERZOG,E. Herzog,DE,GER,2004,22,62,59,55,58,69,66,59,62,66,60,760,223,Hills,0.0,74.0,1.84,emil-herzog
red-bull-bora-hansgrohe-2026,WorldTeam,Alexander,HAJEK,A. Hajek,AT,AUT,2003,23,57,72,44,63,64,71,51,62,65,50,838,380,GC,0.0,55.0,1.76,alexander-hajek
red-bull-bora-hansgrohe-2026,WorldTeam,Jarrad,DRIZNERS,J. Drizners,AU,AUS,1999,27,60,62,47,64,58,69,52,60,60,30,1042,230,GC,0.0,70.0,1.86,jarrad-drizners
red-bull-bora-hansgrohe-2026,WorldTeam,Frederik,WANDAHL,F. Wandahl,DK,DEN,2001,25,66,52,58,57,64,66,57,60,60,15,1435,644,Oneday,0.0,61.0,1.78,frederik-wandahl
soudal-quick-step-2026,WorldTeam,Paul,MAGNIER,P. Magnier,FR,FRA,2004,22,87,56,82,72,74,80,88,75,82,1691,8,3080,Oneday,138.9,77.0,1.87,paul-magnier
soudal-quick-step-2026,WorldTeam,Tim,MERLIER,T. Merlier,BE,BEL,1992,34,85,51,90,66,67,77,86,73,73,1015,28,7888,Sprint,152.4,76.0,1.88,tim-merlier
soudal-quick-step-2026,WorldTeam,Jasper,STUYVEN,J. Stuyven,BE,BEL,1992,34,83,54,75,70,72,77,88,72,72,706,64,8567,Oneday,430.3,80.0,1.87,jasper-stuyven
soudal-quick-step-2026,WorldTeam,Filippo,ZANA,F. Zana,IT,ITA,1999,27,66,81,53,73,73,81,67,71,71,570,87,2548,GC,27.3,66.0,1.84,filippo-zana
soudal-quick-step-2026,WorldTeam,Ilan,VAN WILDER,I. van Wilder,BE,BEL,2000,26,66,81,52,74,72,80,60,71,71,473,113,3040,GC,0.0,64.0,1.71,ilan-van-wilder
soudal-quick-step-2026,WorldTeam,Valentin,PARET-PEINTRE,V. Paret-Peintre,FR,FRA,2001,25,57,89,47,67,74,81,55,69,69,431,133,1383,Climber,0.0,52.0,1.78,valentin-paret-peintre
soudal-quick-step-2026,WorldTeam,Junior,LECERF,J. Lecerf,BE,BEL,2002,24,61,82,48,69,71,78,58,68,70,367,161,1197,GC,1,54.0,1.69,junior-lecerf
soudal-quick-step-2026,WorldTeam,Andrea,RACCAGNI NOVIERO,A. Raccagni Noviero,IT,ITA,2004,22,68,62,62,63,73,71,65,66,70,335,179,410,Hills,0.0,75.0,1.85,andrea-raccagni-noviero
soudal-quick-step-2026,WorldTeam,Mauri,VANSEVENANT,M. Vansevenant,BE,BEL,1999,27,61,81,51,67,73,79,61,69,69,293,220,2086,Climber,10.6,60.0,1.75,mauri-vansevenant
soudal-quick-step-2026,WorldTeam,Gianmarco,GAROFOLI,G. Garofoli,IT,ITA,2002,24,58,79,48,65,71,77,57,66,68,275,245,539,Climber,3.9,62.0,1.8,gianmarco-garofoli
soudal-quick-step-2026,WorldTeam,Laurenz,REX,L. Rex,BE,BEL,1999,27,79,46,72,65,64,71,81,66,66,185,365,1137,Oneday,253,83.0,1.93,laurenz-rex
soudal-quick-step-2026,WorldTeam,Mikel,LANDA,M. Landa,ES,ESP,1989,37,55,82,43,65,69,77,57,65,65,173,385,10437,Climber,16.5,61.0,1.72,mikel-landa
soudal-quick-step-2026,WorldTeam,Ethan,HAYTER,E. Hayter,GB,GBR,1998,28,72,61,57,78,66,75,63,68,68,152,418,3555,TT,0.0,70.0,1.8,ethan-hayter
soudal-quick-step-2026,WorldTeam,Louis,VERVAEKE,L. Vervaeke,BE,BEL,1993,33,60,73,46,67,66,73,54,64,64,146,430,1224,GC,0.0,68.0,1.81,louis-vervaeke
soudal-quick-step-2026,WorldTeam,Alberto,DAINESE,A. Dainese,IT,ITA,1998,28,78,46,84,59,62,70,74,66,66,137,454,2395,Sprint,27.5,72.0,1.75,alberto-dainese
soudal-quick-step-2026,WorldTeam,Dylan,VAN BAARLE,D. van Baarle,NL,NED,1992,34,74,52,63,66,66,71,69,65,65,130,467,4865,Oneday,15.3,74.0,1.89,dylan-van-baarle
soudal-quick-step-2026,WorldTeam,Pascal,EENKHOORN,P. Eenkhoorn,NL,NED,1997,29,75,53,66,65,67,72,67,66,66,125,478,1557,Oneday,3.6,72.0,1.85,pascal-eenkhoorn
soudal-quick-step-2026,WorldTeam,Maximilian,SCHACHMANN,M. Schachmann,DE,GER,1994,32,65,73,50,72,68,76,58,67,67,118,507,5281,GC,0.0,71.0,1.83,maximilian-schachmann
soudal-quick-step-2026,WorldTeam,Dries,VAN GESTEL,D. van Gestel,BE,BEL,1994,32,76,48,69,63,65,71,75,65,65,116,514,2055,Oneday,62.2,74.0,1.88,dries-van-gestel
soudal-quick-step-2026,WorldTeam,Steff,CRAS,S. Cras,BE,BEL,1996,30,59,75,46,67,66,74,54,64,64,91,594,1533,GC,0.0,67.0,1.83,steff-cras
soudal-quick-step-2026,WorldTeam,Fabio,VAN DEN BOSSCHE,F. van den Bossche,BE,BEL,2000,26,63,67,51,66,65,72,57,64,64,90,600,437,GC,1,65.0,1.75,fabio-van-den-bossche
soudal-quick-step-2026,WorldTeam,Pepijn,REINDERINK,P. Reinderink,NL,NED,2002,24,69,53,60,60,65,68,62,62,64,90,602,206,Oneday,2.5,67.0,1.8,pepijn-reinderink
soudal-quick-step-2026,WorldTeam,Yves,LAMPAERT,Y. Lampaert,BE,BEL,1991,35,74,48,64,65,63,69,71,64,64,87,612,6675,Oneday,46.9,75.0,1.8,yves-lampaert
soudal-quick-step-2026,WorldTeam,Casper,PEDERSEN,C. Pedersen,DK,DEN,1996,30,73,50,63,64,64,70,72,64,64,84,627,1375,Oneday,61.7,71.0,1.86,casper-pedersen
soudal-quick-step-2026,WorldTeam,Jonathan,VERVENNE,J. Vervenne,BE,BEL,2003,23,67,49,51,72,56,67,56,60,63,56,793,122,TT,0.0,75.0,1.88,jonathan-vervenne
soudal-quick-step-2026,WorldTeam,Martin,SVRČEK,M. Svrček,SK,SVK,2003,23,69,48,60,59,62,66,59,61,64,45,872,209,Oneday,0.0,66.0,1.75,martin-svrcek
soudal-quick-step-2026,WorldTeam,Ayco,BASTIAENS,A. Bastiaens,BE,BEL,1996,30,57,62,43,63,56,68,49,58,58,40,923,95,GC,0.0,76.0,1.91,ayco-bastiaens
soudal-quick-step-2026,WorldTeam,Gil,GELDERS,G. Gelders,BE,BEL,2002,24,59,65,47,63,61,69,52,61,63,36,967,255,GC,0.0,66.0,1.79,gil-gelders
soudal-quick-step-2026,WorldTeam,Bert,VAN LERBERGHE,B. van Lerberghe,BE,BEL,1992,34,73,39,66,59,57,66,64,60,60,24,1157,1566,Oneday,5.9,83.0,1.9,bert-van-lerberghe
soudal-quick-step-2026,WorldTeam,Warre,VANGHELUWE,W. Vangheluwe,BE,BEL,2001,25,68,35,73,51,51,60,57,56,56,10,1641,194,Sprint,0.0,79.0,1.89,warre-vangheluwe
team-jayco-alula-2026,WorldTeam,Mauro,SCHMID,M. Schmid,CH,SUI,1999,27,74,76,66,72,84,81,69,76,76,1444,14,3803,Hills,0.0,70.0,1.87,mauro-schmid
team-jayco-alula-2026,WorldTeam,Luke,PLAPP,L. Plapp,AU,AUS,2000,26,68,79,53,76,71,81,61,71,71,685,67,2061,GC,0.0,72.0,1.81,luke-plapp
team-jayco-alula-2026,WorldTeam,Paul,DOUBLE,P. Double,GB,GBR,1996,30,64,82,51,72,72,80,59,70,70,570,88,1291,GC,0.0,56.0,1.71,paul-double
team-jayco-alula-2026,WorldTeam,Anders,FOLDAGER,A. Foldager,DK,DEN,2001,25,70,64,65,64,77,73,66,69,69,479,110,1161,Hills,1.8,69.0,1.81,anders-foldager
team-jayco-alula-2026,WorldTeam,Michael,MATTHEWS,M. Matthews,AU,AUS,1990,36,79,55,71,67,72,74,79,70,70,469,116,14548,Oneday,75.7,72.0,1.78,michael-matthews
team-jayco-alula-2026,WorldTeam,Andrea,VENDRAME,A. Vendrame,IT,ITA,1994,32,68,71,64,63,81,74,70,70,70,468,118,3596,Hills,23.7,60.0,1.68,andrea-vendrame
team-jayco-alula-2026,WorldTeam,Ben,O'CONNOR,B. O'connor,AU,AUS,1995,31,66,84,51,75,73,82,60,72,72,403,148,6237,GC,0.0,67.0,1.88,ben-o-connor
team-jayco-alula-2026,WorldTeam,Felix,ENGELHARDT,F. Engelhardt,DE,GER,2000,26,74,58,65,65,71,74,65,68,68,328,184,1099,Oneday,0.0,68.0,1.8,felix-engelhardt
team-jayco-alula-2026,WorldTeam,Robert,DONALDSON,R. Donaldson,GB,GBR,2002,24,74,46,78,58,61,68,72,64,66,237,283,401,Sprint,49,,1.89,robert-donaldson
team-jayco-alula-2026,WorldTeam,Pascal,ACKERMANN,P. Ackermann,DE,GER,1994,32,81,48,86,63,66,73,78,70,70,217,303,7229,Sprint,32.2,78.0,1.8,pascal-ackermann
team-jayco-alula-2026,WorldTeam,Dries,DE BONDT,D. de Bondt,BE,BEL,1991,35,75,47,68,61,63,70,75,64,64,213,310,2480,Oneday,107.1,73.0,1.84,dries-de-bondt
team-jayco-alula-2026,WorldTeam,Alan,HATHERLY,A. Hatherly,ZA,RSA,1996,30,61,72,46,69,64,73,54,64,64,195,348,316,GC,0.0,65.0,1.78,alan-hatherly
team-jayco-alula-2026,WorldTeam,Finlay,PICKERING,F. Pickering,GB,GBR,2003,23,53,82,42,63,69,76,50,64,67,137,455,253,Climber,0.0,55.0,1.74,finlay-pickering
team-jayco-alula-2026,WorldTeam,Oliver,BLEDDYN,O. Bleddyn,AU,AUS,2002,24,68,54,52,74,60,70,58,63,65,123,487,152,TT,0.0,67.0,1.8,oliver-bleddyn
team-jayco-alula-2026,WorldTeam,Alessandro,COVI,A. Covi,IT,ITA,1998,28,71,58,63,62,70,72,63,66,66,108,536,1816,Oneday,0.0,66.0,1.8,alessandro-covi
team-jayco-alula-2026,WorldTeam,Davide,DE PRETTO,D. De Pretto,IT,ITA,2002,24,62,64,58,57,75,68,58,64,66,105,542,692,Hills,0.0,58.0,1.72,davide-de-pretto
team-jayco-alula-2026,WorldTeam,Jasha,SÜTTERLIN,J. Sütterlin,DE,GER,1992,34,68,51,51,74,57,69,58,62,62,96,569,1490,TT,0.9,78.0,1.84,jasha-sutterlin
team-jayco-alula-2026,WorldTeam,Dries,DE POOTER,D. de Pooter,BE,BEL,2002,24,64,58,61,58,70,68,61,63,65,93,587,241,Hills,3.5,66.0,1.82,dries-de-pooter
team-jayco-alula-2026,WorldTeam,Christopher,JUUL-JENSEN,C. Juul-Jensen,DK,DEN,1989,37,60,63,44,66,59,70,52,60,60,90,597,2192,GC,0.0,73.0,1.83,christopher-juul-jensen
team-jayco-alula-2026,WorldTeam,Kelland,O'BRIEN,K. O'brien,AU,AUS,1998,28,74,48,62,66,63,70,64,64,64,74,677,481,Oneday,1.5,77.0,1.92,kelland-brien
team-jayco-alula-2026,WorldTeam,Amaury,CAPIOT,A. Capiot,BE,BEL,1993,33,73,46,68,60,62,68,71,63,63,65,720,2892,Oneday,45.3,69.0,1.86,amaury-capiot
team-jayco-alula-2026,WorldTeam,Koen,BOUWMAN,K. Bouwman,NL,NED,1993,33,57,73,43,65,63,72,51,62,62,62,745,1735,GC,0.0,60.0,1.78,koen-bouwman
team-jayco-alula-2026,WorldTeam,Luke,DURBRIDGE,L. Durbridge,AU,AUS,1991,35,69,51,50,75,57,70,58,62,62,60,754,3646,TT,0.0,78.0,1.87,luke-durbridge
team-jayco-alula-2026,WorldTeam,Jelte,KRIJNSEN,J. Krijnsen,NL,NED,2001,25,65,62,54,66,61,71,61,63,63,53,816,558,GC,10.6,73.0,1.84,jelte-krijnsen
team-jayco-alula-2026,WorldTeam,Luka,MEZGEC,L. Mezgec,SI,SLO,1988,38,62,50,59,53,64,62,55,58,58,41,910,4538,Hills,0.0,72.0,1.83,luka-mezgec
team-jayco-alula-2026,WorldTeam,Asbjørn,HELLEMOSE,A. Hellemose,DK,DEN,1999,27,56,71,42,64,62,71,50,61,61,40,928,234,GC,0.0,65.0,1.92,asbjorn-hellemose
team-jayco-alula-2026,WorldTeam,Rudy,PORTER,R. Porter,AU,AUS,2000,26,57,68,44,63,62,70,51,61,61,40,929,209,GC,0.0,66.0,1.79,rudy-porter
team-jayco-alula-2026,WorldTeam,Patrick,GAMPER,P. Gamper,AT,AUT,1997,29,73,46,62,63,60,68,61,62,62,40,925,512,Oneday,0.0,80.0,1.94,patrick-gamper
team-jayco-alula-2026,WorldTeam,Hamish,MCKENZIE,H. Mckenzie,AU,AUS,2004,22,57,52,52,52,65,60,55,56,60,14,1494,92,Hills,0.0,70.0,1.76,hamish-mckenzie
team-jayco-alula-2026,WorldTeam,Filippo,CONCA,F. Conca,IT,ITA,1998,28,51,66,39,58,59,67,46,57,57,10,1630,198,Climber,0.0,80.0,1.91,filippo-conca
team-picnic-postnl-2026,WorldTeam,Pavel,BITTNER,P. Bittner,CZ,CZE,2002,24,81,51,85,64,68,74,79,70,74,754,58,1718,Sprint,47.2,73.0,1.84,pavel-bittner
team-picnic-postnl-2026,WorldTeam,Frits,BIESTERBOS,F. Biesterbos,NL,NED,2002,24,74,48,67,61,63,69,68,64,66,261,258,304,Oneday,14.7,,,frits-biesterbos
team-picnic-postnl-2026,WorldTeam,Frank,VAN DEN BROEK,F. van den Broek,NL,NED,2000,26,63,74,50,69,67,75,57,66,66,171,390,959,GC,0.0,70.0,1.78,frank-van-den-broek
team-picnic-postnl-2026,WorldTeam,Bjorn,KOERDT,B. Koerdt,GB,GBR,2004,22,65,60,60,59,72,68,62,64,68,170,391,276,Hills,4.2,,,bjoern-koerdt
team-picnic-postnl-2026,WorldTeam,Chris,HAMILTON,C. Hamilton,AU,AUS,1995,31,63,74,49,69,67,75,56,66,66,120,497,1490,GC,0.0,70.0,1.78,chris-hamilton
team-picnic-postnl-2026,WorldTeam,Robbe,DHONDT,R. Dhondt,BE,BEL,2004,22,59,69,46,65,63,71,56,62,66,116,517,127,GC,0.0,,1.76,robbe-dhondt
team-picnic-postnl-2026,WorldTeam,John,DEGENKOLB,J. Degenkolb,DE,GER,1989,37,77,43,70,62,62,68,76,64,64,103,548,12021,Oneday,89,82.0,1.8,john-degenkolb
team-picnic-postnl-2026,WorldTeam,Mattia,GAFFURI,M. Gaffuri,IT,ITA,1999,27,54,75,42,62,65,73,50,62,62,101,558,138,Climber,0.0,67.0,1.84,mattia-gaffuri
team-picnic-postnl-2026,WorldTeam,Nils,EEKHOFF,N. Eekhoff,NL,NED,1998,28,75,45,77,59,59,68,74,64,64,90,599,1326,Sprint,82,75.0,1.92,nils-eekhoff
team-picnic-postnl-2026,WorldTeam,Julius,VAN DEN BERG,J. van den Berg,NL,NED,1996,30,75,44,77,60,58,68,64,64,64,89,604,642,Sprint,0.0,78.0,1.9,julius-van-den-berg
team-picnic-postnl-2026,WorldTeam,Gijs,LEEMREIZE,G. Leemreize,NL,NED,1999,27,55,78,44,64,67,76,51,64,64,81,643,632,Climber,0.0,69.0,1.9,gijs-leemreize
team-picnic-postnl-2026,WorldTeam,Casper,VAN UDEN,C. van Uden,NL,NED,2001,25,74,44,81,56,58,68,68,64,64,80,647,1018,Sprint,10.9,,1.81,casper-van-uden
team-picnic-postnl-2026,WorldTeam,Henri-François,RENARD-HAQUIN,H. Renard-Haquin,FR,FRA,2002,24,61,58,56,56,69,66,58,61,63,80,648,102,Hills,2.8,74.0,1.85,henri-francois-renard-haquin
team-picnic-postnl-2026,WorldTeam,Roy,HOOGENDOORN,R. Hoogendoorn,NL,NED,2001,25,71,41,79,52,55,64,60,60,60,76,667,105,Sprint,0.0,,,roy-hoogendoorn
team-picnic-postnl-2026,WorldTeam,Juan Guillermo,MARTINEZ,J. G. Martinez,CO,COL,2004,22,57,73,42,65,63,72,54,62,66,72,687,224,GC,0.0,,1.72,guillermo-juan-martinez
team-picnic-postnl-2026,WorldTeam,Niklas,MÄRKL,N. Märkl,DE,GER,1999,27,72,45,76,57,60,67,62,63,63,65,722,415,Sprint,0.0,70.0,1.85,niklas-markl
team-picnic-postnl-2026,WorldTeam,Warren,BARGUIL,W. Barguil,FR,FRA,1991,35,55,76,44,62,67,74,51,63,63,63,739,7179,Climber,0.0,61.0,1.83,warren-barguil
team-picnic-postnl-2026,WorldTeam,Matthew,DINHAM,M. Dinham,AU,AUS,2000,26,70,53,61,60,67,69,61,63,63,62,748,468,Oneday,0.0,63.0,1.75,matthew-dinham
team-picnic-postnl-2026,WorldTeam,Tim,NABERMAN,T. Naberman,NL,NED,1999,27,59,66,44,65,60,71,52,61,61,55,799,140,GC,0.0,70.0,1.87,tim-naberman
team-picnic-postnl-2026,WorldTeam,Timo,DE JONG,T. de Jong,NL,NED,1999,27,72,41,77,54,55,65,61,61,61,50,835,184,Sprint,0.0,72.0,1.91,timo-de-jong
team-picnic-postnl-2026,WorldTeam,Sean,FLYNN,S. Flynn,GB,GBR,2000,26,62,65,51,64,62,71,55,62,62,45,869,497,GC,0.0,67.0,1.77,sean-flynn
team-picnic-postnl-2026,WorldTeam,Bert,BOLLE,B. Bolle,BE,BEL,2004,22,56,56,52,51,66,62,54,57,61,41,917,41,Hills,0.0,62.0,1.73,bert-bolle
team-picnic-postnl-2026,WorldTeam,Alexy,FAURE PROST,A. Faure Prost,FR,FRA,2004,22,55,68,40,62,59,69,51,59,63,35,985,136,GC,0.0,67.0,1.85,alexy-faure-prost
team-picnic-postnl-2026,WorldTeam,Timo,ROOSEN,T. Roosen,NL,NED,1993,33,72,45,63,61,61,67,61,62,62,25,1131,1669,Oneday,0.0,78.0,1.93,timo-roosen
team-picnic-postnl-2026,WorldTeam,Oliver,PEACE,O. Peace,GB,GBR,2005,21,56,56,51,51,65,61,54,57,63,25,1143,49,Hills,0.0,64.0,1.86,oliver-peace
team-picnic-postnl-2026,WorldTeam,James,KNOX,J. Knox,GB,GBR,1995,31,56,75,43,65,65,73,51,63,63,20,1245,1632,GC,0.0,58.0,1.73,james-knox
